level,trim_-5.0,trim_-4.0,trim_-3.0,trim_-2.0,trim_-1.0,trim_0.0,trim_1.0,trim_2.0
1154,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1155,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1156,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1157,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1158,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1159,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1160,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1161,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1162,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1163,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1164,1613,1612.9,1612.9,1612.9,1612.9,1613,1613,1613
1165,1613,1613,1613,1613,1613,1613,1613,1613
1166,1612.9,1612.9,1613,1613,1613,1613,1613,1613
1167,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1168,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9,1612.9
1169,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8
1170,1612.8,1612.8,1612.8,1612.8,1612.8,1612.8,1612.7,1612.7
1171,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7,1612.7,1612.6
1172,1612.5,1612.6,1612.6,1612.6,1612.6,1612.5,1612.5,1612.5
1173,1613,1613,1613,1613,1613,1613,1613,1613
1174,1613,1613,1613,1613,1613,1613,1613,1613
1175,1613,1613,1613,1613,1613,1613,1613,1613
1176,1613,1613,1613,1613,1613,1613,1613,1613
1177,1613,1613,1613,1613,1613,1613,1613,1613
1178,1613,1613,1613,1613,1613,1613,1613,1613
1179,1613,1613,1613,1613,1613,1613,1613,1613
1180,1613,1613,1613,1613,1613,1613,1613,1613
1181,1613,1613,1613,1613,1613,1613,1613,1613
1182,1613,1613,1613,1613,1613,1613,1613,1613
1183,1613,1613,1613,1613,1613,1613,1613,1613
1184,1613,1613,1613,1613,1613,1613,1613,1613
1185,1613,1613,1613,1613,1613,1613,1613,1613
1186,1613,1613,1613,1613,1613,1613,1613,1613
1187,1613,1613,1613,1613,1613,1613,1613,1613
1188,1613,1613,1613,1613,1613,1613,1613,1613
1189,1613,1613,1613,1613,1613,1613,1613,1613
1190,1613,1613,1613,1613,1613,1613,1613,1613
1191,1613,1613,1613,1613,1613,1613,1613,1613
1192,1613,1613,1613,1613,1613,1613,1613,1613
1193,1613,1613,1613,1613,1613,1613,1613,1613
1194,1613,1613,1613,1613,1613,1613,1613,1613
1195,1613,1613,1613,1613,1613,1613,1613,1613
1196,1613,1613,1613,1613,1613,1613,1613,1613
1197,1613,1613,1613,1613,1613,1613,1613,1613
1198,1613,1613,1613,1613,1613,1613,1613,1613
1199,1613,1613,1613,1613,1613,1613,1613,1613
1200,1613,1613,1613,1613,1613,1613,1613,1613
1201,1613,1613,1613,1613,1613,1613,1613,1613
1202,1613,1613,1613,1613,1613,1613,1613,1613
1203,1613,1613,1613,1613,1613,1613,1613,1613
1204,1613,1613,1613,1613,1613,1613,1613,1613
1205,1613,1613,1613,1613,1613,1613,1613,1613
1206,1613,1613,1613,1613,1613,1613,1613,1613
1207,1613,1613,1613,1613,1613,1613,1613,1613
1208,1613,1613,1613,1613,1613,1613,1613,1613
1209,1613,1613,1613,1613,1613,1613,1613,1613
1210,1613,1613,1613,1613,1613,1613,1613,1613
1211,1613,1613,1613,1613,1613,1613,1613,1613
1212,1613,1613,1613,1613,1613,1613,1613,1613
1213,1613,1613,1613,1613,1613,1613,1613,1613
1214,1613,1613,1613,1613,1613,1613,1613,1613
1215,1613,1613,1613,1613,1613,1613,1613,1613
1216,1613,1613,1613,1613,1613,1613,1613,1613
1217,1613,1613,1613,1613,1613,1613,1613,1613
1218,1613,1613,1613,1613,1613,1613,1613,1613
1219,1613,1613,1613,1613,1613,1613,1613,1613
1220,1613,1613,1613,1613,1613,1613,1613,1613
1221,1613,1613,1613,1613,1613,1613,1613,1613
1222,1613,1613,1613,1613,1613,1613,1613,1613
1223,1613,1613,1613,1613,1613,1613,1613,1613
1224,1613,1613,1613,1613,1613,1613,1613,1613
1225,1613,1613,1613,1613,1613,1613,1613,1613
1226,1613,1613,1613,1613,1613,1613,1613,1613
1227,1613,1613,1613,1613,1613,1613,1613,1613
1228,1613,1613,1613,1613,1613,1613,1613,1613
1229,1613,1613,1613,1613,1613,1613,1613,1613
1230,1613,1613,1613,1613,1613,1613,1613,1613
1231,1613,1613,1613,1613,1613,1613,1613,1613
1232,1613,1613,1613,1613,1613,1613,1613,1613
1233,1613,1613,1613,1613,1613,1613,1613,1613
1234,1613,1613,1613,1613,1613,1613,1613,1613
1235,1613,1613,1613,1613,1613,1613,1613,1613
1236,1613,1613,1613,1613,1613,1613,1613,1613
1237,1613,1613,1613,1613,1613,1613,1613,1613
1238,1613,1613,1613,1613,1613,1613,1613,1613
1239,1613,1613,1613,1613,1613,1613,1613,1613
1240,1613,1613,1613,1613,1613,1613,1613,1613
1241,1613,1613,1613,1613,1613,1613,1613,1613
1242,1613,1613,1613,1613,1613,1613,1613,1613
1243,1613,1613,1613,1613,1613,1613,1613,1613
1244,1613,1613,1613,1613,1613,1613,1613,1613
1245,1613,1613,1613,1613,1613,1613,1613,1613
1246,1613,1613,1613,1613,1613,1613,1613,1613
1247,1613,1613,1613,1613,1613,1613,1613,1613
1248,1613,1613,1613,1613,1613,1613,1613,1613
1249,1613,1613,1613,1613,1613,1613,1613,1613
1250,1613,1613,1613,1613,1613,1613,1613,1613
1251,1613,1613,1613,1613,1613,1613,1613,1613
1252,1613,1613,1613,1613,1613,1613,1613,1613
1253,1613,1613,1613,1613,1613,1613,1613,1613
1254,1613,1613,1613,1613,1613,1613,1613,1613
1255,1613,1613,1613,1613,1613,1613,1613,1613
1256,1613,1613,1613,1613,1613,1613,1613,1613
1257,1613,1613,1613,1613,1613,1613,1613,1613
1258,1613,1613,1613,1613,1613,1613,1613,1613
1259,1613,1613,1613,1613,1613,1613,1613,1613
1260,1613,1613,1613,1613,1613,1613,1613,1613
1261,1613,1613,1613,1613,1613,1613,1613,1613
1262,1613,1613,1613,1613,1613,1613,1613,1613
1263,1613,1613,1613,1613,1613,1613,1613,1613
1264,1613,1613,1613,1613,1613,1613,1613,1613
1265,1613,1613,1613,1613,1613,1613,1613,1613
1266,1613,1613,1613,1613,1613,1613,1613,1613
1267,1613,1613,1613,1613,1613,1613,1613,1613
1268,1613,1613,1613,1613,1613,1613,1613,1613
1269,1613,1613,1613,1613,1613,1613,1613,1613
1270,1613,1613,1613,1613,1613,1613,1613,1613
1271,1613,1613,1613,1613,1613,1613,1613,1613
1272,1613,1613,1613,1613,1613,1613,1613,1613
1273,1613,1613,1613,1613,1613,1613,1613,1613
1274,1613,1613,1613,1613,1613,1613,1613,1613
1275,1613,1613,1613,1613,1613,1613,1613,1613
1276,1613,1613,1613,1613,1613,1613,1613,1613
1277,1613,1613,1613,1613,1613,1613,1613,1613
1278,1613,1613,1613,1613,1613,1613,1613,1613
1279,1613,1613,1613,1613,1613,1613,1613,1613
1280,1613,1613,1613,1613,1613,1613,1613,1613
1281,1613,1613,1613,1613,1613,1613,1613,1613
1282,1613,1613,1613,1613,1613,1613,1613,1613
1283,1613,1613,1613,1613,1613,1613,1613,1613
1284,1613,1613,1613,1613,1613,1613,1613,1613
1285,1613,1613,1613,1613,1613,1613,1613,1613
1286,1613,1613,1613,1613,1613,1613,1613,1613
1287,1613,1613,1613,1613,1613,1613,1613,1613
1288,1613,1613,1613,1613,1613,1613,1613,1613
1289,1613,1613,1613,1613,1613,1613,1613,1613
1290,1613,1613,1613,1613,1613,1613,1613,1613
1291,1613,1613,1613,1613,1613,1613,1613,1613
1292,1613,1613,1613,1613,1613,1613,1613,1613
1293,1613,1613,1613,1613,1613,1613,1613,1613
1294,1613,1613,1613,1613,1613,1613,1613,1613
1295,1613,1613,1613,1613,1613,1613,1613,1613
1296,1613,1613,1613,1613,1613,1613,1613,1613
1297,1613,1613,1613,1613,1613,1613,1613,1613
1298,1613,1613,1613,1613,1613,1613,1613,1613
1299,1613,1613,1613,1613,1613,1613,1613,1613
1300,1613,1613,1613,1613,1613,1613,1613,1613
